"","CoreAssociationScore","HealthAssociationScore","StabilityAssociationScore","HAC_Score","HAC_Score_RankScaled","quadrant","quadrant2","quadrant3"
"Cryptobacterium_curtum",0.423287671232877,0.194174890516841,0.444352738672469,0.270545817422186,0.586345381526104,"Q3","Q3","Q3"
"Streptococcus_suis",0.591780821917808,0.246262537587536,0.304762548779526,0.265762541318199,0.58433734939759,"Q3","Q3","Q3"
"Anaerostipes_hadrus",0.505479452054794,0.147711852434865,0.470057825375381,0.255160510081704,0.582329317269076,"Q3","Q3","Q3"
"Treponema_refringens",0,0.756075053984783,0.800501113462093,0.252025017994928,0.580321285140562,"Q4","Q1","Q4"
"Streptococcus_sp_A12",0,0.743716776654356,0.813636058859257,0.247905592218119,0.578313253012048,"Q4","Q1","Q4"
"Terrahaemophilus_aromaticivorans",0.505479452054794,0.271581804605356,0.231606417828247,0.24493154675395,0.576305220883534,"Q3","Q3","Q3"
"Mobiluncus_mulieris",0,0.728544227159896,0.757312929497302,0.242848075719965,0.57429718875502,"Q4","Q1","Q4"
"Streptococcus_oralis",0.836986301369863,0.470075175072148,0.124882601138353,0.239946792449618,0.572289156626506,"Q2","Q3","Q2"
"Selenomonas_flueggei",0.591780821917808,0.0638824645314928,0.778428625115811,0.239848583660265,0.570281124497992,"Q4","Q4","Q3"
"Prevotella_oris",0.887671232876712,0.135013824140784,0.439947150752307,0.236658266344625,0.568273092369478,"Q2","Q3","Q2"
"Megasphaera_elsdenii",0.423287671232877,0.350813000746705,0.173084753129383,0.232327502335157,0.566265060240964,"Q3","Q3","Q3"
"Butyrivibrio_hungatei",0,0.682146071724082,0.814690076872081,0.227382023908028,0.56425702811245,"Q4","Q4","Q3"
"Prevotella_paludivivens",0,0.680596859801013,0.778283103321928,0.226865619933671,0.562248995983936,"Q4","Q4","Q3"
"Streptococcus_pneumoniae",0.757534246575343,0.104546830538233,0.468409619186266,0.225834426754244,0.560240963855422,"Q2","Q3","Q2"
"Prevotella_oralis",0.591780821917808,0.269938245444088,0.202998483783397,0.225311737670294,0.558232931726908,"Q3","Q3","Q3"
"Eubacterium_saphenum",0.621917808219178,0.0907080583641097,0.487577028283341,0.222997715003854,0.556224899598394,"Q3","Q3","Q3"
"Odoribacter_denticanis",0,0.778687715686868,0.664680641703659,0.22156021390122,0.55421686746988,"Q3","Q2","Q4"
"Escherichia_coli",0.423287671232877,0.444386591592501,0.117058811544597,0.219135098107357,0.552208835341365,"Q3","Q3","Q3"
"Campylobacter_mucosalis",0,0.655081330346512,0.691586959565181,0.218360443448837,0.550200803212851,"Q3","Q3","Q3"
"Haemophilus_haemoglobinophilus",0,0.975387176848096,0.648200698004524,0.216066899334842,0.548192771084337,"Q3","Q2","Q4"
"Riemerella_anatipestifer",0,0.641959395370426,0.783048836412202,0.213986465123476,0.546184738955823,"Q4","Q4","Q3"
"Prevotella_corporis",0,0.639080240560231,0.882223453619958,0.21302674685341,0.544176706827309,"Q4","Q4","Q3"
"Neisseria_perflava",0,0.801078484793445,0.636701623099597,0.212233874366533,0.542168674698795,"Q3","Q2","Q4"
"Prevotella_fusca",0,0.922543742810438,0.635826066216945,0.211942022072315,0.540160642570281,"Q3","Q2","Q4"
"Eubacterium_rectale",0.505479452054794,0.147711852434865,0.337643975625982,0.211022560165237,0.538152610441767,"Q3","Q3","Q3"
"Streptococcus_gordonii",0.797260273972603,0.321693911323687,0.155068519860901,0.210610317015163,0.536144578313253,"Q2","Q3","Q2"
"Mycoplasma_orale",0,0.69674688704567,0.626256605323045,0.208752201774348,0.534136546184739,"Q3","Q3","Q3"
"Bacteroides_thetaiotaomicron",0.423287671232877,0.0995707452927287,0.577336949043383,0.207476387272778,0.532128514056225,"Q3","Q3","Q3"
"Natranaerovirga_hydrolytica",0,0.621082420132792,0.626448594985018,0.207027473377598,0.529116465863454,"Q3","Q3","Q3"
"Ottowia_pentelensis",0,0.621082420132792,0.819240934389426,0.207027473377598,0.529116465863454,"Q4","Q4","Q3"
"Sporanaerobacter_acetigenes",0,0.621082420132792,0.864530014311152,0.207027473377597,0.526104417670683,"Q4","Q4","Q3"
"Phocaeicola_abscessus",0.552054794520548,0.044688906379286,0.52681794165018,0.205398584802917,0.524096385542169,"Q3","Q3","Q3"
"Tannerella_sp_oral_taxon_HOT_286",0,0.611338015378095,0.81000848336605,0.203779338459365,0.522088353413655,"Q4","Q4","Q3"
"Veillonella_ratti",0,0.677467356864645,0.603188367090089,0.20106278903003,0.520080321285141,"Q3","Q3","Q3"
"Clostridium_aminobutyricum",0,0.909718270065185,0.602030320043748,0.200676773347916,0.518072289156627,"Q3","Q2","Q4"
"Streptococcus_uberis",0,0.620679703739581,0.600306248998027,0.200102082999342,0.516064257028112,"Q3","Q3","Q3"
"Bacteroides_coprocola",0.423287671232877,0.104193860870618,0.384377154120281,0.197588291953839,0.514056224899598,"Q3","Q3","Q3"
"Desulfobulbus_rhabdoformis",0,0.642707412564832,0.592564939291405,0.197521646430468,0.512048192771084,"Q3","Q3","Q3"
"Moraxella_bovoculi",0,0.621082420132792,0.590633519565168,0.196877839855056,0.51004016064257,"Q3","Q3","Q3"
"Selenomonas_bovis",0,0.586958083590644,0.605269215086643,0.195652694530215,0.508032128514056,"Q3","Q3","Q3"
"Neisseria_dentiae",0,0.684093459264192,0.575136584886987,0.191712194962329,0.506024096385542,"Q3","Q3","Q3"
"Collinsella_aerofaciens",0.505479452054794,0.719468325563561,0.0344788053636663,0.191479020927376,0.504016064257028,"Q3","Q2","Q4"
"Bacteroides_heparinolyticus",0,0.570862949284575,0.621367117910828,0.190287649761525,0.502008032128514,"Q3","Q3","Q3"
"Atopobium_vaginae",0,0.710697967750399,0.569271183825612,0.189757061275204,0.5,"Q3","Q2","Q4"
"Haemophilus_parasuis",0,0.618705172448588,0.568812022775421,0.189604007591807,0.497991967871486,"Q3","Q3","Q3"
"Ornatilinea_apprima",0,0.563333938770156,0.685245501815415,0.187777979590052,0.495983935742972,"Q3","Q3","Q3"
"Streptococcus_constellatus",0.505479452054794,0.0279227462614276,0.510807722557038,0.187108314859217,0.493975903614458,"Q3","Q3","Q3"
"Campylobacter_curvus",0,0.760863252002987,0.560516490446324,0.186838830148775,0.491967871485944,"Q3","Q2","Q4"
"Streptococcus_sobrinus",0,0.666076365764566,0.560346976041113,0.186782325347038,0.48995983935743,"Q3","Q3","Q3"
"Actinomyces_oris",0.645205479452055,0.225887166757482,0.167204178279079,0.186765174438547,0.487951807228916,"Q3","Q3","Q3"
"Clostridium_ultunense",0,0.548086012391274,0.838221600557352,0.182695337463758,0.485943775100402,"Q4","Q4","Q3"
"Barnesiella_viscericola",0,0.618705172448588,0.546116904466385,0.182038968155462,0.483935742971888,"Q3","Q3","Q3"
"Sutterella_wadsworthensis",0,0.792983189037557,0.543421870836625,0.181140623612209,0.481927710843373,"Q3","Q2","Q4"
"Fusobacterium_russii",0,0.769282355552865,0.533272908502924,0.177757636167642,0.479919678714859,"Q3","Q2","Q4"
"Streptococcus_agalactiae",0.423287671232877,0.153949466206535,0.217149482895655,0.175016138436242,0.477911646586345,"Q3","Q3","Q3"
"Alysiella_crassa",0,0.762018627272911,0.522901766593215,0.174300588864405,0.475903614457831,"Q3","Q2","Q4"
"Desulfomicrobium_orale",0,0.944049766906823,0.51946144654995,0.17315381551665,0.473895582329317,"Q3","Q2","Q4"
"Prevotella_falsenii",0,0.557924360759621,0.514481009374686,0.171493669791562,0.471887550200803,"Q3","Q3","Q3"
"Gemella_cuniculi",0,0.513122136788359,0.621259069806176,0.171040712262787,0.469879518072289,"Q3","Q3","Q3"
"Eubacterium_hallii",0.423287671232877,0.129115456802083,0.254523229604502,0.170918047736222,0.467871485943775,"Q3","Q3","Q3"
"Ruminococcus_bromii",0.552054794520548,0.0595791205021089,0.388527097753742,0.169228446252653,0.465863453815261,"Q3","Q3","Q3"
"Bergeriella_denitrificans",0,0.501942745857803,0.558423364123715,0.167314248619268,0.463855421686747,"Q3","Q3","Q3"
"Blautia_luti",0.423287671232877,0.465112913967427,0.037966240459768,0.166406717384138,0.461847389558233,"Q3","Q3","Q3"
"Actinomyces_suimastitidis",0,0.557924360759621,0.49794235605075,0.16598078535025,0.459839357429719,"Q3","Q3","Q3"
"Mannheimia_granulomatis",0,0.749585578494884,0.491152145707961,0.163717381902654,0.457831325301205,"Q3","Q2","Q4"
"Chryseobacterium_kwangjuense",0,0.608792859881738,0.490220173811663,0.163406724603888,0.455823293172691,"Q3","Q3","Q3"
"Bacteroides_pyogenes",0,0.791961413493169,0.478114413562957,0.159371471187652,0.453815261044177,"Q3","Q2","Q4"
"Bradyrhizobium_elkanii",0,0.465330366692902,0.585875870173517,0.155110122230967,0.451807228915663,"Q3","Q3","Q3"
"Moraxella_lacunata",0,0.7443349276503,0.464515410110887,0.154838470036963,0.449799196787149,"Q3","Q2","Q4"
"Paraprevotella_clara",0,0.463954006982705,0.59551854401234,0.154651335660902,0.447791164658635,"Q3","Q3","Q3"
"Corynebacterium_jeikeium",0,0.459335331274848,0.662594918714884,0.153111777091616,0.44578313253012,"Q3","Q3","Q3"
"Veillonella_montpellierensis",0,0.645824100421788,0.457279723968678,0.152426574656226,0.443775100401606,"Q3","Q3","Q3"
"Haemophilus_quentini",0,0.457024177110452,0.77757958607014,0.152341392370151,0.441767068273092,"Q4","Q4","Q3"
"Leptotrichia_amnionii",0,0.621082420132792,0.456714748515403,0.152238249505134,0.439759036144578,"Q3","Q3","Q3"
"Mobiluncus_curtisii",0,0.455813505277391,0.552430665647988,0.151937835092464,0.437751004016064,"Q3","Q3","Q3"
"Roseburia_faecis",0,0.448475106455975,0.457929560825282,0.149491702151992,0.43574297188755,"Q3","Q3","Q3"
"Campylobacter_lanienae",0,0.447955742568263,0.777286925888628,0.149318580856088,0.433734939759036,"Q4","Q4","Q3"
"Coprococcus_comes",0,0.73865270125729,0.447236744787085,0.149078914929028,0.431726907630522,"Q3","Q2","Q4"
"Selenomonas_ruminantium",0,0.596874936933664,0.445854347554825,0.148618115851608,0.429718875502008,"Q3","Q3","Q3"
"Eubacterium_coprostanoligenes",0,0.437982179976186,0.444321495509356,0.145994059992062,0.427710843373494,"Q3","Q3","Q3"
"Prevotella_amnii",0,0.845387479566507,0.434693729289918,0.144897909763306,0.42570281124498,"Q3","Q2","Q4"
"Alkaliphilus_crotonatoxidans",0,0.432632842929507,0.855653492143433,0.144210947643169,0.423694779116466,"Q4","Q4","Q3"
"Prevotella_sp_oral_taxon_473",0,0.432126495933483,0.721889232363613,0.144042165311161,0.421686746987952,"Q4","Q4","Q3"
"Conchiformibius_steedae",0,0.432126495933483,0.509427087703853,0.144042165311161,0.417670682730924,"Q3","Q3","Q3"
"Actinomyces_funkei",0,0.432126495933483,0.723243573315597,0.144042165311161,0.417670682730924,"Q4","Q4","Q3"
"Kingella_kingae",0,0.432126495933483,0.661402762243662,0.144042165311161,0.417670682730924,"Q3","Q3","Q3"
"Streptococcus_vestibularis",0,0.432126495933483,0.450870198453856,0.144042165311161,0.410642570281124,"Q3","Q3","Q3"
"Mycoplasma_feliminutum",0,0.432126495933483,0.797004221299094,0.144042165311161,0.410642570281124,"Q4","Q4","Q3"
"Mogibacterium_neglectum",0,0.432126495933483,0.749402778476397,0.144042165311161,0.410642570281124,"Q4","Q4","Q3"
"Prevotella_albensis",0,0.432126495933483,0.549453102879845,0.144042165311161,0.410642570281124,"Q3","Q3","Q3"
"Actinomyces_howellii",0,0.432126495933483,0.508088855070611,0.144042165311161,0.402610441767068,"Q3","Q3","Q3"
"Propionigenium_maris",0,0.432126495933483,0.830405252932592,0.144042165311161,0.402610441767068,"Q4","Q4","Q3"
"Mycoplasma_hyosynoviae",0,0.432126495933483,0.450828009989356,0.144042165311161,0.402610441767068,"Q3","Q3","Q3"
"Gemella_bergeri",0,0.432126495933483,0.528491056802496,0.144042165311161,0.402610441767068,"Q3","Q3","Q3"
"Actinobacillus_minor",0,0.432126495933483,0.46099703117192,0.144042165311161,0.397590361445783,"Q3","Q3","Q3"
"Eubacterium_eligens",0,0.654773263909911,0.431348651256245,0.143782883752082,0.395582329317269,"Q3","Q3","Q3"
"Neisseria_cinerea",0,0.589656414603136,0.430164287172084,0.143388095724028,0.393574297188755,"Q3","Q3","Q3"
"Enterococcus_faecium",0,0.432126495933483,0.427885153486725,0.142628384495575,0.391566265060241,"Q3","Q3","Q3"
"Vagococcus_lutrae",0,0.426266472926883,0.431673114409752,0.142088824308961,0.389558232931727,"Q3","Q3","Q3"
"Aggregatibacter_actinomycetemcomitans",0,0.823794777098343,0.421512332839395,0.140504110946465,0.387550200803213,"Q3","Q2","Q4"
"Bacteroides_eggerthii",0,0.432126495933483,0.418560010625891,0.139520003541964,0.385542168674699,"Q3","Q3","Q3"
"Butyrivibrio_proteoclasticus",0,0.621082420132792,0.411989026051916,0.137329675350639,0.383534136546185,"Q3","Q3","Q3"
"Mannheimia_haemolytica",0,0.432126495933483,0.408245689451013,0.136081896483671,0.381526104417671,"Q3","Q3","Q3"
"Phascolarctobacterium_succinatutens",0,0.402218017799843,0.41185933662416,0.134072672599948,0.379518072289157,"Q3","Q3","Q3"
"Scardovia_inopinata",0,0.438250993925451,0.398788703927594,0.132929567975865,0.377510040160643,"Q3","Q3","Q3"
"Actinobaculum_schaalii",0,0.432126495933483,0.398614464675028,0.132871488225009,0.375502008032129,"Q3","Q3","Q3"
"Desulfovibrio_fairfieldensis",0,0.397704082662308,0.500247589379844,0.132568027554103,0.373493975903614,"Q3","Q3","Q3"
"Neisseria_pharyngis",0,0.717707917095518,0.391413397480018,0.130471132493339,0.3714859437751,"Q3","Q2","Q4"
"Flavonifractor_plautii",0,0.544083974087304,0.388958650317869,0.12965288343929,0.369477911646586,"Q3","Q3","Q3"
"Clostridium_hylemonae",0,0.388090654073581,0.568147314359373,0.12936355135786,0.367469879518072,"Q3","Q3","Q3"
"Gemella_palaticanis",0,0.385718249883958,0.644244890467249,0.128572749961319,0.365461847389558,"Q3","Q3","Q3"
"Streptococcus_mitis",0.865753424657534,0.201589069847228,0.0899641554904185,0.127172460276022,0.363453815261044,"Q2","Q3","Q2"
"Neisseria_macacae",0,0.621082420132792,0.381289681321726,0.127096560440575,0.36144578313253,"Q3","Q3","Q3"
"Peptoniphilus_lacrimalis",0,0.449066719137858,0.379013252453882,0.126337750817961,0.359437751004016,"Q3","Q3","Q3"
"Ruminococcus_torques",0,0.448475106455975,0.375678403500786,0.125226134500262,0.357429718875502,"Q3","Q3","Q3"
"Clostridium_ruminantium",0,0.374133216282214,0.408492390808899,0.124711072094071,0.355421686746988,"Q3","Q3","Q3"
"Eubacterium_siraeum",0,0.703329095275575,0.364767371937283,0.121589123979094,0.353413654618474,"Q3","Q2","Q4"
"Mycoplasma_salivarium",0,0.733419809892838,0.362098401305964,0.120699467101988,0.35140562248996,"Q3","Q2","Q4"
"Parabacteroides_goldsteinii",0.423287671232877,0.127991160622389,0.11683497589383,0.120553704136683,0.349397590361446,"Q3","Q3","Q3"
"Prevotella_dentalis",0,0.571905208774798,0.36132783019422,0.12044261006474,0.347389558232932,"Q3","Q3","Q3"
"Bacteroides_acidifaciens",0,0.680479405057416,0.359949142184136,0.119983047394712,0.345381526104418,"Q3","Q3","Q3"
"Ralstonia_solanacearum",0,0.766102298641803,0.359400298057674,0.119800099352558,0.343373493975904,"Q3","Q2","Q4"
"Peptostreptococcus_russellii",0,0.432126495933483,0.358452508625766,0.119484169541922,0.34136546184739,"Q3","Q3","Q3"
"Streptococcus_sinensis",0,0.820972735161753,0.357164444457417,0.119054814819139,0.339357429718876,"Q3","Q2","Q4"
"Neisseria_sp_oral_taxon_014",0,0.355597061613287,0.517963144671812,0.118532353871096,0.337349397590361,"Q3","Q3","Q3"
"Streptococcus_massiliensis",0,0.355171641339226,0.357664085842104,0.118390547113075,0.335341365461847,"Q3","Q3","Q3"
"Anaerovorax_odorimutans",0,0.741905915117757,0.35476019740355,0.118253399134517,0.333333333333333,"Q3","Q2","Q4"
"Scardovia_wiggsiae",0.621917808219178,0.0330469617162116,0.288289218656891,0.118127714029772,0.331325301204819,"Q3","Q3","Q3"
"Actinomyces_johnsonii",0,0.671310468002664,0.35435076526533,0.11811692175511,0.329317269076305,"Q3","Q3","Q3"
"Clostridium_hathewayi",0,0.461818227684608,0.352421631592034,0.117473877197345,0.327309236947791,"Q3","Q3","Q3"
"Actinobaculum_massiliense",0,0.351173639280741,0.361341170117066,0.117057879760247,0.325301204819277,"Q3","Q3","Q3"
"Lactobacillus_amylovorus",0,0.557924360759621,0.349029596891893,0.116343198963964,0.323293172690763,"Q3","Q3","Q3"
"Porphyromonas_gulae",0,0.347889850860729,0.720439384481336,0.115963283620243,0.321285140562249,"Q4","Q4","Q3"
"Roseburia_hominis",0,0.560847813364009,0.343143312481314,0.114381104160438,0.319277108433735,"Q3","Q3","Q3"
"Prevotella_multiformis",0,0.340481120461747,0.567657062005795,0.113493706820582,0.317269076305221,"Q3","Q3","Q3"
"Acidaminococcus_intestini",0,0.610480817743335,0.333469701615526,0.111156567205175,0.315261044176707,"Q3","Q3","Q3"
"Bacteroides_cellulosilyticus",0,0.483299832495812,0.328935679881699,0.109645226627233,0.313253012048193,"Q3","Q3","Q3"
"Parascardovia_denticolens",0,0.327370083348469,0.334108392205898,0.109123361116156,0.311244979919679,"Q3","Q3","Q3"
"Dialister_micraerophilus",0,0.327098242215092,0.411790101165935,0.109032747405031,0.309236947791165,"Q3","Q3","Q3"
"Oscillospira_guilliermondii",0,0.691171116627313,0.325666461240242,0.108555487080081,0.307228915662651,"Q3","Q3","Q3"
"Bacteroides_zoogleoformans",0,0.794604851567072,0.324082391502679,0.108027463834226,0.305220883534137,"Q3","Q2","Q4"
"Actinomyces_bowdenii",0,0.323238279752175,0.399940701919299,0.107746093250725,0.303212851405622,"Q3","Q3","Q3"
"Actinomyces_oricola",0,0.323034651167484,0.492600621778764,0.107678217055828,0.301204819277108,"Q3","Q3","Q3"
"Desulfobulbus_propionicus",0,0.368335654174487,0.322188029116127,0.107396009705376,0.299196787148594,"Q3","Q3","Q3"
"Oscillibacter_valericigenes",0,0.31585195051563,0.326106122893837,0.10528398350521,0.29718875502008,"Q3","Q3","Q3"
"Streptococcus_pseudopneumoniae",0,0.641155375269924,0.313850881497335,0.104616960499112,0.295180722891566,"Q3","Q3","Q3"
"Lactobacillus_delbrueckii",0,0.386250731569494,0.313392860703365,0.104464286901122,0.293172690763052,"Q3","Q3","Q3"
"Bacteroides_massiliensis",0,0.382933341405824,0.312901622501335,0.104300540833778,0.291164658634538,"Q3","Q3","Q3"
"Dialister_propionicifaciens",0,0.750691106133075,0.312768821379363,0.104256273793121,0.289156626506024,"Q3","Q2","Q4"
"Lactobacillus_iners",0,0.660267401263345,0.309663936840508,0.103221312280169,0.28714859437751,"Q3","Q3","Q3"
"Eubacterium_desmolans",0,0.448475106455975,0.309164913919086,0.103054971306362,0.285140562248996,"Q3","Q3","Q3"
"Treponema_pectinovorum",0,0.647617101572118,0.308326112565486,0.102775370855162,0.283132530120482,"Q3","Q3","Q3"
"Moraxella_boevrei",0,0.305510786866057,0.828102856576538,0.101836928955352,0.281124497991968,"Q4","Q4","Q3"
"Lactobacillus_ruminis",0,0.491523480858106,0.302495753272666,0.100831917757555,0.279116465863454,"Q3","Q3","Q3"
"Pseudomonas_fluorescens",0,0.441313495186777,0.302162063470331,0.100720687823444,0.27710843373494,"Q3","Q3","Q3"
"Chryseobacterium_piscicola",0,0.618705172448588,0.295263506710119,0.0984211689033729,0.275100401606426,"Q3","Q3","Q3"
"Treponema_bryantii",0,0.295103630602813,0.465838973465016,0.0983678768676045,0.273092369477912,"Q3","Q3","Q3"
"Actinobacillus_porcinus",0,0.294943391657081,0.874707064085421,0.0983144638856936,0.271084337349398,"Q4","Q4","Q3"
"Snodgrassella_alvi",0,0.707247583298016,0.294273211533466,0.0980910705111553,0.269076305220884,"Q3","Q2","Q4"
"Clostridium_leptum",0,0.291105931262739,0.298164461314796,0.0970353104209132,0.267068273092369,"Q3","Q3","Q3"
"Ruminococcus_flavefaciens",0,0.290547314887691,0.493565740407852,0.0968491049625639,0.265060240963855,"Q3","Q3","Q3"
"Prevotella_timonensis",0,0.562588646041452,0.289958618082986,0.0966528726943288,0.263052208835341,"Q3","Q3","Q3"
"Lactobacillus_mucosae",0,0.289682751104922,0.634514141968665,0.0965609170349741,0.261044176706827,"Q3","Q3","Q3"
"Porphyromonas_uenonis",0,0.478739076910658,0.289511257862721,0.0965037526209069,0.259036144578313,"Q3","Q3","Q3"
"Mycoplasma_spermatophilum",0,0.73460878690642,0.286468373275749,0.0954894577585832,0.257028112449799,"Q3","Q2","Q4"
"Helicobacter_pylori",0,0.284501826401082,0.437682562198985,0.0948339421336939,0.255020080321285,"Q3","Q3","Q3"
"Bacteroides_stercoris",0,0.535458719299308,0.283258772593738,0.0944195908645795,0.253012048192771,"Q3","Q3","Q3"
"Clostridium_scindens",0,0.280955177493895,0.374291602627964,0.0936517258312984,0.251004016064257,"Q3","Q3","Q3"
"Alistipes_shahii",0,0.287140723698815,0.278649083578253,0.0928830278594178,0.248995983935743,"Q3","Q3","Q3"
"Eubacterium_minutum",0,0.277329720893625,0.746640299127474,0.092443240297875,0.246987951807229,"Q4","Q4","Q3"
"Eubacterium_ventriosum",0,0.27535942766039,0.612904655884283,0.0917864758867968,0.244979919678715,"Q3","Q3","Q3"
"Elizabethkingia_meningoseptica",0,0.274720792718613,0.898674479751519,0.0915735975728712,0.242971887550201,"Q4","Q4","Q3"
"Sediminibacterium_salmoneum",0,0.27434259651672,0.752175844526922,0.0914475321722401,0.240963855421687,"Q4","Q4","Q3"
"Granulicatella_adiacens",0.720547945205479,0.0417757462008839,0.190402161213507,0.091317884538425,0.238955823293173,"Q2","Q3","Q2"
"Anaerococcus_octavius",0,0.291735888276725,0.273468804525257,0.0911562681750856,0.236947791164659,"Q3","Q3","Q3"
"Veillonella_criceti",0,0.771874533309116,0.271315408845159,0.0904384696150532,0.234939759036145,"Q3","Q2","Q4"
"Granulicatella_balaenopterae",0,0.270427438396803,0.36186000559556,0.0901424794656011,0.232931726907631,"Q3","Q3","Q3"
"Pseudomonas_aeruginosa",0,0.268716272123671,0.285596122375533,0.0895720907078902,0.230923694779116,"Q3","Q3","Q3"
"Ruminofilibacter_xylanolyticum",0,0.455392323061089,0.267169949151034,0.0890566497170113,0.228915662650602,"Q3","Q3","Q3"
"Clostridium_symbiosum",0,0.266910254081653,0.548927278330985,0.0889700846938845,0.226907630522088,"Q3","Q3","Q3"
"Pseudoflavonifractor_capillosus",0,0.266910254081653,0.478927100523061,0.0889700846938844,0.224899598393574,"Q3","Q3","Q3"
"Alistipes_putredinis",0,0.327640612702065,0.263835664818406,0.0879452216061353,0.22289156626506,"Q3","Q3","Q3"
"Micrococcus_luteus",0,0.432126495933483,0.2634281467576,0.0878093822525335,0.220883534136546,"Q3","Q3","Q3"
"Clostridium_disporicum",0,0.266910254081653,0.259701499546683,0.0865671665155609,0.218875502008032,"Q3","Q3","Q3"
"Actinobacillus_succinogenes",0,0.64339771144881,0.255626713418683,0.0852089044728943,0.216867469879518,"Q3","Q3","Q3"
"Acinetobacter_calcoaceticus",0,0.432126495933483,0.254755546514361,0.084918515504787,0.214859437751004,"Q3","Q3","Q3"
"Prevotella_bergensis",0,0.266910254081653,0.253961202127799,0.0846537340425997,0.21285140562249,"Q3","Q3","Q3"
"Bilophila_wadsworthia",0,0.396803697200864,0.253344099789575,0.0844480332631918,0.210843373493976,"Q3","Q3","Q3"
"Treponema_putidum",0,0.253258662791871,0.357586476279094,0.084419554263957,0.208835341365462,"Q3","Q3","Q3"
"Veillonella_rodentium",0,0.247181691590483,0.710074939674611,0.0823938971968276,0.206827309236948,"Q4","Q4","Q3"
"Ruminococcus_callidus",0,0.246628322334564,0.662790029246493,0.0822094407781882,0.204819277108434,"Q3","Q3","Q3"
"Neisseria_lactamica",0,0.432126495933483,0.243795610816392,0.081265203605464,0.20281124497992,"Q3","Q3","Q3"
"Lactobacillus_vaginalis",0,0.242684305059434,0.366219404047021,0.0808947683531446,0.200803212851406,"Q3","Q3","Q3"
"Veillonella_magna",0,0.271581804605356,0.240971138529188,0.0803237128430625,0.198795180722892,"Q3","Q3","Q3"
"Porphyromonas_asaccharolytica",0,0.432126495933483,0.237680781040469,0.0792269270134898,0.196787148594378,"Q3","Q3","Q3"
"Lactobacillus_helveticus",0,0.237121854251176,0.315300019630139,0.0790406180837252,0.194779116465863,"Q3","Q3","Q3"
"Propionibacterium_acidifaciens",0,0.232933341405824,0.507403386024777,0.0776444471352748,0.192771084337349,"Q3","Q3","Q3"
"Ruminococcus_gnavus",0,0.230369114649553,0.311209604591259,0.0767897048831844,0.190763052208835,"Q3","Q3","Q3"
"Eubacterium_ramulus",0,0.569734011422575,0.229902297913018,0.0766340993043393,0.188755020080321,"Q3","Q3","Q3"
"Peptostreptococcus_anaerobius",0,0.64339771144881,0.224379619134942,0.074793206378314,0.186746987951807,"Q3","Q3","Q3"
"Corynebacterium_argentoratense",0,0.312309236947791,0.223851424289886,0.0746171414299621,0.184738955823293,"Q3","Q3","Q3"
"Gardnerella_vaginalis",0,0.299569534419083,0.222990098465837,0.0743300328219456,0.182730923694779,"Q3","Q3","Q3"
"Murdochiella_asaccharolytica",0,0.443782365643478,0.222338812863799,0.0741129376212664,0.180722891566265,"Q3","Q3","Q3"
"Ruminococcus_albus",0,0.221079897479365,0.829583406437067,0.0736932991597883,0.178714859437751,"Q4","Q4","Q3"
"Lactobacillus_frumenti",0,0.219875078202256,0.483624895460799,0.0732916927340855,0.176706827309237,"Q3","Q3","Q3"
"Corynebacterium_tuberculostearicum",0,0.243062501261327,0.218969554515088,0.0729898515050292,0.174698795180723,"Q3","Q3","Q3"
"Actinomyces_cardiffensis",0,0.218332828802648,0.594944295587047,0.0727776096008826,0.172690763052209,"Q3","Q3","Q3"
"Prevotella_disiens",0,0.215880204234022,0.554339301816547,0.0719600680780072,0.170682730923695,"Q3","Q3","Q3"
"Bacteroides_uniformis",0,0.215192428003471,0.45701349447871,0.0717308093344905,0.168674698795181,"Q3","Q3","Q3"
"Enterococcus_italicus",0,0.439027668462796,0.214757385067969,0.0715857950226563,0.166666666666667,"Q3","Q3","Q3"
"Bifidobacterium_breve",0,0.432126495933483,0.214282236717106,0.0714274122390354,0.164658634538153,"Q3","Q3","Q3"
"Azospira_oryzae",0,0.432126495933483,0.214247147829985,0.0714157159433285,0.162650602409639,"Q3","Q3","Q3"
"Staphylococcus_epidermidis",0,0.432126495933483,0.214144105788273,0.0713813685960909,0.160642570281124,"Q3","Q3","Q3"
"Bacteroides_ovatus",0,0.287849387499748,0.209628493434575,0.0698761644781917,0.15863453815261,"Q3","Q3","Q3"
"Parabacteroides_merdae",0,0.530923896591391,0.206397039166845,0.0687990130556152,0.156626506024096,"Q3","Q3","Q3"
"Rothia_terrae",0,0.744534217271094,0.20620413241747,0.0687347108058234,0.154618473895582,"Q3","Q2","Q4"
"Coprococcus_eutactus",0,0.675369518274101,0.203680363986418,0.0678934546621395,0.152610441767068,"Q3","Q3","Q3"
"Bacteroides_dorei",0,0.203449577203285,0.224338897287899,0.0678165257344285,0.150602409638554,"Q3","Q3","Q3"
"Acinetobacter_baumannii",0,0.45333938770156,0.201636064051414,0.0672120213504714,0.14859437751004,"Q3","Q3","Q3"
"Lactobacillus_plantarum",0,0.201609150168513,0.247434210165255,0.0672030500561711,0.146586345381526,"Q3","Q3","Q3"
"Staphylococcus_aureus",0,0.281751528727977,0.201426402456722,0.0671421341522405,0.144578313253012,"Q3","Q3","Q3"
"Stenotrophomonas_maltophilia",0,0.641356985731872,0.199424053436686,0.0664746844788953,0.142570281124498,"Q3","Q3","Q3"
